GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
Countries,HTI,Haiti,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
Countries,HTI,Haiti,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,41
Countries,HTI,Haiti,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,65
Countries,HTI,Haiti,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,41
Countries,HTI,Haiti,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,65
Countries,HTI,Haiti,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,38
Countries,HTI,Haiti,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,69
Countries,HTI,Haiti,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,25
Countries,HTI,Haiti,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,69
Countries,HTI,Haiti,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,69
Countries,HTI,Haiti,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,26
Countries,HTI,Haiti,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,69
Countries,HTI,Haiti,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,69
Countries,HTI,Haiti,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,68
Countries,HTI,Haiti,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,66
Countries,HTI,Haiti,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,65
Countries,HTI,Haiti,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,64
Countries,HTI,Haiti,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,63
Countries,HTI,Haiti,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,62
Countries,HTI,Haiti,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,60
Countries,HTI,Haiti,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,59
Countries,HTI,Haiti,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,58
Countries,HTI,Haiti,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,57
Countries,HTI,Haiti,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,57
Countries,HTI,Haiti,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,56
Countries,HTI,Haiti,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HTI,Haiti,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,55
Countries,HTI,Haiti,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,55
Countries,HTI,Haiti,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,196447,161411,82.17
Countries,HND,Honduras,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,196447,155272,79.04
Countries,HND,Honduras,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,195399,166481,85
Countries,HND,Honduras,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,195399,173085,89
Countries,HND,Honduras,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,194037,182866,94
Countries,HND,Honduras,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,194037,176632,91
Countries,HND,Honduras,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,192392,188545,98
Countries,HND,Honduras,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,191530,195802,102.23
Countries,HND,Honduras,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,0,0,
Countries,HND,Honduras,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,191441,188525,98.48
Countries,HND,Honduras,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,215900,190222,88.11
Countries,HND,Honduras,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,0,0,
Countries,HND,Honduras,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,214999,191482,89.06
Countries,HND,Honduras,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,205238,191493,93.3
Countries,HND,Honduras,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,174101,186970,107.39
Countries,HND,Honduras,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,175441,176845,100.8
Countries,HND,Honduras,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,176521,176132,99.78
Countries,HND,Honduras,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,177336,167841,95
Countries,HND,Honduras,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,192081,170728,96
Countries,HND,Honduras,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,190456,173434,97
Countries,HND,Honduras,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,189169,173637,96
Countries,HND,Honduras,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,191817,173505,92
Countries,HND,Honduras,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,188095,178514,95
Countries,HND,Honduras,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,190954,184911,97
Countries,HND,Honduras,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,189809,188956,99
Countries,HND,Honduras,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HND,Honduras,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,188754,186032,98
Countries,HND,Honduras,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,82.17
Countries,HND,Honduras,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,79.04
Countries,HND,Honduras,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,85
Countries,HND,Honduras,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,89
Countries,HND,Honduras,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94
Countries,HND,Honduras,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,91
Countries,HND,Honduras,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,HND,Honduras,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,102.23
Countries,HND,Honduras,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.48
Countries,HND,Honduras,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,88.11
Countries,HND,Honduras,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,89.06
Countries,HND,Honduras,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93.3
Countries,HND,Honduras,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,107.3
Countries,HND,Honduras,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,100.8
Countries,HND,Honduras,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.8
Countries,HND,Honduras,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,HND,Honduras,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
Countries,HND,Honduras,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,HND,Honduras,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
Countries,HND,Honduras,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92
Countries,HND,Honduras,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,HND,Honduras,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,HND,Honduras,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
Countries,HND,Honduras,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HND,Honduras,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,HND,Honduras,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,79
Countries,HND,Honduras,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,82
Countries,HND,Honduras,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,89
Countries,HND,Honduras,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
Countries,HND,Honduras,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,HND,Honduras,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,91
Countries,HND,Honduras,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,HND,Honduras,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,HND,Honduras,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,HND,Honduras,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,HND,Honduras,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,HND,Honduras,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,HND,Honduras,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,HND,Honduras,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,HND,Honduras,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,HND,Honduras,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,HND,Honduras,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,HND,Honduras,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,HND,Honduras,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,HND,Honduras,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,HND,Honduras,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,HND,Honduras,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
